SAMPLE UTC,DECIMAL DAY,BX PLANETOCENTRIC,BY PLANETOCENTRIC,BZ PLANETOCENTRIC,INSTRUMENT RANGE,X,Y,Z
2016-08-01T00:00:02.505,214.000029008,        4.42,        0.74,       -5.15, 0.,  -6552335.506,   4747903.681,   -452620.910
2016-08-01T00:00:03.505,214.000040582,        4.43,        0.72,       -5.09, 0.,  -6551500.472,   4749055.856,   -452620.373
2016-08-01T00:00:04.505,214.000052156,        4.48,        0.75,       -5.08, 0.,  -6550665.237,   4750207.884,   -452619.836
2016-08-01T00:00:05.505,214.000063730,        4.45,        0.73,       -5.06, 0.,  -6549829.798,   4751359.766,   -452619.299
2016-08-01T00:00:06.505,214.000075304,        4.52,        0.62,       -5.13, 0.,  -6548994.158,   4752511.500,   -452618.762
2016-08-01T00:00:07.506,214.000086878,        4.48,        0.65,       -5.15, 0.,  -6548158.314,   4753663.088,   -452618.225
2016-08-01T00:00:08.506,214.000098452,        4.44,        0.60,       -5.16, 0.,  -6547322.268,   4754814.528,   -452617.688
2016-08-01T00:00:09.506,214.000110026,        4.44,        0.61,       -5.15, 0.,  -6546486.020,   4755965.822,   -452617.151
2016-08-01T00:00:10.506,214.000121600,        4.35,        0.62,       -5.19, 0.,  -6545649.569,   4757116.968,   -452616.614
2016-08-01T00:00:11.506,214.000133174,        4.36,        0.61,       -5.15, 0.,  -6544812.916,   4758267.968,   -452616.077
2016-08-01T00:00:12.506,214.000144748,        4.36,        0.58,       -5.17, 0.,  -6543976.060,   4759418.820,   -452615.540
2016-08-01T00:00:13.506,214.000156322,        4.48,        0.57,       -5.07, 0.,  -6543139.002,   4760569.525,   -452615.003
2016-08-01T00:00:14.505,214.000167896,        4.50,        0.62,       -5.05, 0.,  -6542301.742,   4761720.082,   -452614.466
2016-08-01T00:00:15.505,214.000179470,        4.52,        0.59,       -5.01, 0.,  -6541464.279,   4762870.493,   -452613.929
2016-08-01T00:00:16.505,214.000191045,        4.55,        0.60,       -5.05, 0.,  -6540626.614,   4764020.756,   -452613.392
2016-08-01T00:00:17.505,214.000202619,        4.55,        0.62,       -4.95, 0.,  -6539788.747,   4765170.872,   -452612.855
2016-08-01T00:00:18.505,214.000214193,        4.52,        0.67,       -4.97, 0.,  -6538950.678,   4766320.841,   -452612.318
2016-08-01T00:00:19.505,214.000225767,        4.53,        0.69,       -5.00, 0.,  -6538112.406,   4767470.662,   -452611.781
2016-08-01T00:00:20.506,214.000237341,        4.51,        0.68,       -5.02, 0.,  -6537273.932,   4768620.336,   -452611.244
2016-08-01T00:00:21.505,214.000248915,        4.48,        0.71,       -5.04, 0.,  -6536435.256,   4769769.862,   -452610.707
2016-08-01T00:00:22.506,214.000260489,        4.45,        0.69,       -5.07, 0.,  -6535596.378,   4770919.241,   -452610.170
2016-08-01T00:00:23.506,214.000272063,        4.51,        0.70,       -5.03, 0.,  -6534757.298,   4772068.472,   -452609.633
2016-08-01T00:00:24.506,214.000283637,        4.48,        0.70,       -5.06, 0.,  -6533918.015,   4773217.555,   -452609.096
2016-08-01T00:00:25.506,214.000295211,        4.49,        0.72,       -5.08, 0.,  -6533078.531,   4774366.492,   -452608.559
2016-08-01T00:00:26.506,214.000306785,        4.53,        0.73,       -5.04, 0.,  -6532238.845,   4775515.280,   -452608.022
2016-08-01T00:00:27.506,214.000318359,        4.54,        0.68,       -5.01, 0.,  -6531398.956,   4776663.921,   -452607.485
2016-08-01T00:00:28.505,214.000329933,        4.48,        0.73,       -5.07, 0.,  -6530558.866,   4777812.414,   -452606.948
2016-08-01T00:00:29.505,214.000341507,        4.50,        0.75,       -5.06, 0.,  -6529718.573,   4778960.759,   -452606.411
2016-08-01T00:00:30.505,214.000353082,        4.54,        0.75,       -5.04, 0.,  -6528878.079,   4780108.956,   -452605.874
2016-08-01T00:00:31.505,214.000364656,        4.51,        0.73,       -5.11, 0.,  -6528037.383,   4781257.006,   -452605.337
2016-08-01T00:00:32.505,214.000376230,        4.55,        0.70,       -5.11, 0.,  -6527196.485,   4782404.908,   -452604.800
2016-08-01T00:00:33.505,214.000387804,        4.57,        0.72,       -5.08, 0.,  -6526355.385,   4783552.662,   -452604.263
2016-08-01T00:00:34.506,214.000399378,        4.60,        0.68,       -5.03, 0.,  -6525514.083,   4784700.268,   -452603.726
2016-08-01T00:00:35.506,214.000410951,        4.57,        0.67,       -5.03, 0.,  -6524672.579,   4785847.726,   -452603.189
2016-08-01T00:00:36.506,214.000422525,        4.56,        0.72,       -5.00, 0.,  -6523830.874,   4786995.036,   -452602.652
2016-08-01T00:00:37.506,214.000434099,        4.61,        0.64,       -5.00, 0.,  -6522988.967,   4788142.198,   -452602.115
2016-08-01T00:00:38.506,214.000445673,        4.63,        0.65,       -5.01, 0.,  -6522146.858,   4789289.211,   -452601.578
2016-08-01T00:00:39.506,214.000457247,        4.63,        0.68,       -4.95, 0.,  -6521304.547,   4790436.077,   -452601.041
2016-08-01T00:00:40.506,214.000468821,        4.61,        0.65,       -5.00, 0.,  -6520462.036,   4791582.795,   -452600.504
2016-08-01T00:00:41.505,214.000480395,        4.60,        0.69,       -5.04, 0.,  -6519619.322,   4792729.365,   -452599.967
2016-08-01T00:00:42.505,214.000491969,        4.63,        0.66,       -5.02, 0.,  -6518776.406,   4793875.786,   -452599.430
2016-08-01T00:00:43.505,214.000503543,        4.60,        0.66,       -5.01, 0.,  -6517933.289,   4795022.059,   -452598.893
2016-08-01T00:00:44.505,214.000515117,        4.58,        0.64,       -5.06, 0.,  -6517089.971,   4796168.183,   -452598.355
2016-08-01T00:00:45.505,214.000526691,        4.59,        0.66,       -5.10, 0.,  -6516246.450,   4797314.160,   -452597.818
2016-08-01T00:00:46.505,214.000538265,        4.57,        0.62,       -5.07, 0.,  -6515402.729,   4798459.988,   -452597.281
2016-08-01T00:00:47.506,214.000549839,        4.58,        0.61,       -5.05, 0.,  -6514558.806,   4799605.668,   -452596.744
2016-08-01T00:00:48.505,214.000561413,        4.57,        0.63,       -5.06, 0.,  -6513714.681,   4800751.199,   -452596.207
2016-08-01T00:00:49.506,214.000572988,        4.52,        0.68,       -5.00, 0.,  -6512870.355,   4801896.582,   -452595.670
2016-08-01T00:00:50.506,214.000584562,        4.54,        0.71,       -5.05, 0.,  -6512025.828,   4803041.816,   -452595.133
2016-08-01T00:00:51.506,214.000596136,        4.55,        0.73,       -5.05, 0.,  -6511181.099,   4804186.902,   -452594.596
2016-08-01T00:00:52.506,214.000607710,        4.55,        0.78,       -5.04, 0.,  -6510336.169,   4805331.839,   -452594.059
2016-08-01T00:00:53.506,214.000619284,        4.57,        0.75,       -5.07, 0.,  -6509491.037,   4806476.627,   -452593.522
2016-08-01T00:00:54.506,214.000630858,        4.56,        0.72,       -5.06, 0.,  -6508645.705,   4807621.267,   -452592.985
2016-08-01T00:00:55.505,214.000642432,        4.58,        0.74,       -5.06, 0.,  -6507800.170,   4808765.759,   -452592.448
2016-08-01T00:00:56.505,214.000654006,        4.56,        0.78,       -5.08, 0.,  -6506954.435,   4809910.101,   -452591.911
2016-08-01T00:00:57.505,214.000665580,        4.60,        0.74,       -5.03, 0.,  -6506108.498,   4811054.295,   -452591.374
2016-08-01T00:00:58.505,214.000677154,        4.60,        0.76,       -5.02, 0.,  -6505262.361,   4812198.340,   -452590.837
2016-08-01T00:00:59.505,214.000688728,        4.55,        0.81,       -5.11, 0.,  -6504416.022,   4813342.236,   -452590.300
2016-08-01T00:01:00.505,214.000700302,        4.50,        0.81,       -5.04, 0.,  -6503569.482,   4814485.983,   -452589.763
2016-08-01T00:01:01.505,214.000711876,        4.49,        0.83,       -5.04, 0.,  -6502722.741,   4815629.582,   -452589.226
2016-08-01T00:01:02.506,214.000723450,        4.52,        0.85,       -4.98, 0.,  -6501875.798,   4816773.031,   -452588.689
2016-08-01T00:01:03.506,214.000735025,        4.56,        0.82,       -5.00, 0.,  -6501028.655,   4817916.332,   -452588.152
2016-08-01T00:01:04.506,214.000746599,        4.54,        0.83,       -5.07, 0.,  -6500181.311,   4819059.484,   -452587.615
2016-08-01T00:01:05.506,214.000758173,        4.50,        0.83,       -5.04, 0.,  -6499333.765,   4820202.486,   -452587.078
2016-08-01T00:01:06.506,214.000769747,        4.48,        0.85,       -5.06, 0.,  -6498486.019,   4821345.340,   -452586.541
2016-08-01T00:01:07.506,214.000781321,        4.47,        0.90,       -5.06, 0.,  -6497638.071,   4822488.044,   -452586.004
2016-08-01T00:01:08.505,214.000792895,        4.47,        0.88,       -5.10, 0.,  -6496789.923,   4823630.600,   -452585.467
2016-08-01T00:01:09.505,214.000804469,        4.46,        0.90,       -5.12, 0.,  -6495941.574,   4824773.006,   -452584.930
2016-08-01T00:01:10.505,214.000816043,        4.45,        0.91,       -5.11, 0.,  -6495093.024,   4825915.263,   -452584.393
2016-08-01T00:01:11.505,214.000827617,        4.43,        0.91,       -5.14, 0.,  -6494244.273,   4827057.370,   -452583.856
2016-08-01T00:01:12.505,214.000839191,        4.45,        0.89,       -5.07, 0.,  -6493395.321,   4828199.329,   -452583.319
2016-08-01T00:01:13.505,214.000850765,        4.50,        0.86,       -5.11, 0.,  -6492546.169,   4829341.138,   -452582.782
2016-08-01T00:01:14.506,214.000862339,        4.49,        0.90,       -5.12, 0.,  -6491696.815,   4830482.797,   -452582.245
2016-08-01T00:01:15.505,214.000873913,        4.57,        0.88,       -5.03, 0.,  -6490847.261,   4831624.308,   -452581.708
2016-08-01T00:01:16.506,214.000885488,        4.56,        0.88,       -5.07, 0.,  -6489997.507,   4832765.669,   -452581.171
2016-08-01T00:01:17.506,214.000897062,        4.56,        0.82,       -5.08, 0.,  -6489147.551,   4833906.881,   -452580.634
2016-08-01T00:01:18.506,214.000908636,        4.59,        0.84,       -5.00, 0.,  -6488297.395,   4835047.942,   -452580.097
2016-08-01T00:01:19.506,214.000920210,        4.66,        0.81,       -4.97, 0.,  -6487447.038,   4836188.855,   -452579.560
2016-08-01T00:01:20.506,214.000931784,        4.62,        0.83,       -4.96, 0.,  -6486596.480,   4837329.618,   -452579.023
2016-08-01T00:01:21.506,214.000943358,        4.63,        0.91,       -4.94, 0.,  -6485745.722,   4838470.231,   -452578.485
2016-08-01T00:01:22.505,214.000954932,        4.61,        0.90,       -4.96, 0.,  -6484894.764,   4839610.695,   -452577.948
2016-08-01T00:01:23.505,214.000966506,        4.58,        0.93,       -4.93, 0.,  -6484043.604,   4840751.009,   -452577.411
2016-08-01T00:01:24.505,214.000978080,        4.57,        0.96,       -4.94, 0.,  -6483192.245,   4841891.173,   -452576.874
2016-08-01T00:01:25.505,214.000989654,        4.58,        0.96,       -4.96, 0.,  -6482340.685,   4843031.188,   -452576.337
2016-08-01T00:01:26.505,214.001001228,        4.57,        0.98,       -4.99, 0.,  -6481488.924,   4844171.053,   -452575.800
2016-08-01T00:01:27.505,214.001012802,        4.57,        0.93,       -5.01, 0.,  -6480636.963,   4845310.768,   -452575.263
2016-08-01T00:01:28.505,214.001024376,        4.63,        0.89,       -4.94, 0.,  -6479784.801,   4846450.333,   -452574.726
2016-08-01T00:01:29.506,214.001035950,        4.62,        0.92,       -4.96, 0.,  -6478932.439,   4847589.749,   -452574.189
2016-08-01T00:01:30.506,214.001047525,        4.68,        0.86,       -4.86, 0.,  -6478079.877,   4848729.014,   -452573.652
2016-08-01T00:01:31.506,214.001059099,        4.73,        0.88,       -4.87, 0.,  -6477227.115,   4849868.130,   -452573.115
2016-08-01T00:01:32.506,214.001070673,        4.79,        0.90,       -4.87, 0.,  -6476374.152,   4851007.095,   -452572.578
2016-08-01T00:01:33.506,214.001082247,        4.77,        0.86,       -4.84, 0.,  -6475520.989,   4852145.911,   -452572.041
2016-08-01T00:01:34.506,214.001093821,        4.75,        0.86,       -4.79, 0.,  -6474667.625,   4853284.576,   -452571.504
2016-08-01T00:01:35.505,214.001105395,        4.79,        0.83,       -4.80, 0.,  -6473814.062,   4854423.091,   -452570.967
2016-08-01T00:01:36.505,214.001116969,        4.77,        0.78,       -4.79, 0.,  -6472960.298,   4855561.457,   -452570.430
2016-08-01T00:01:37.505,214.001128543,        4.77,        0.74,       -4.79, 0.,  -6472106.334,   4856699.672,   -452569.893
2016-08-01T00:01:38.505,214.001140117,        4.85,        0.68,       -4.81, 0.,  -6471252.170,   4857837.737,   -452569.356
2016-08-01T00:01:39.505,214.001151691,        4.86,        0.70,       -4.77, 0.,  -6470397.805,   4858975.651,   -452568.819
2016-08-01T00:01:40.505,214.001163265,        4.84,        0.74,       -4.75, 0.,  -6469543.241,   4860113.416,   -452568.282
2016-08-01T00:01:41.506,214.001174839,        4.89,        0.74,       -4.75, 0.,  -6468688.476,   4861251.030,   -452567.745
2016-08-01T00:01:42.505,214.001186413,        4.86,        0.74,       -4.70, 0.,  -6467833.512,   4862388.494,   -452567.208
2016-08-01T00:01:43.506,214.001197988,        4.77,        0.80,       -4.70, 0.,  -6466978.347,   4863525.807,   -452566.671
2016-08-01T00:01:44.506,214.001209562,        4.80,        0.85,       -4.67, 0.,  -6466122.983,   4864662.970,   -452566.134
2016-08-01T00:01:45.506,214.001221136,        4.79,        0.87,       -4.73, 0.,  -6465267.418,   4865799.983,   -452565.597
2016-08-01T00:01:46.506,214.001232710,        4.73,        0.93,       -4.84, 0.,  -6464411.654,   4866936.845,   -452565.060
2016-08-01T00:01:47.506,214.001244284,        4.73,        0.95,       -4.80, 0.,  -6463555.690,   4868073.557,   -452564.523
2016-08-01T00:01:48.506,214.001255858,        4.75,        0.93,       -4.86, 0.,  -6462699.526,   4869210.117,   -452563.986
2016-08-01T00:01:49.505,214.001267432,        4.76,        0.92,       -4.87, 0.,  -6461843.162,   4870346.528,   -452563.449
2016-08-01T00:01:50.505,214.001279006,        4.78,        0.88,       -4.93, 0.,  -6460986.598,   4871482.788,   -452562.912
2016-08-01T00:01:51.505,214.001290580,        4.77,        0.89,       -4.88, 0.,  -6460129.834,   4872618.897,   -452562.375
2016-08-01T00:01:52.505,214.001302154,        4.83,        0.88,       -4.88, 0.,  -6459272.871,   4873754.856,   -452561.838
2016-08-01T00:01:53.505,214.001313728,        4.83,        0.92,       -4.91, 0.,  -6458415.707,   4874890.664,   -452561.300
2016-08-01T00:01:54.505,214.001325302,        4.82,        0.82,       -4.93, 0.,  -6457558.345,   4876026.320,   -452560.763
2016-08-01T00:01:55.505,214.001336876,        4.77,        0.82,       -4.95, 0.,  -6456700.782,   4877161.827,   -452560.226
2016-08-01T00:01:56.506,214.001348451,        4.76,        0.81,       -4.98, 0.,  -6455843.020,   4878297.182,   -452559.689
2016-08-01T00:01:57.506,214.001360025,        4.73,        0.85,       -4.96, 0.,  -6454985.058,   4879432.387,   -452559.152
2016-08-01T00:01:58.506,214.001371599,        4.77,        0.84,       -4.99, 0.,  -6454126.896,   4880567.440,   -452558.615
2016-08-01T00:01:59.506,214.001383173,        4.81,        0.81,       -4.93, 0.,  -6453268.535,   4881702.343,   -452558.078
2016-08-01T00:02:00.506,214.001394747,        4.81,        0.81,       -4.89, 0.,  -6452409.975,   4882837.095,   -452557.541
2016-08-01T00:02:01.506,214.001406321,        4.81,        0.83,       -4.88, 0.,  -6451551.214,   4883971.696,   -452557.004
2016-08-01T00:02:02.505,214.001417895,        4.83,        0.81,       -4.90, 0.,  -6450692.255,   4885106.146,   -452556.467
2016-08-01T00:02:03.505,214.001429469,        4.87,        0.82,       -4.90, 0.,  -6449833.095,   4886240.445,   -452555.930
2016-08-01T00:02:04.505,214.001441043,        4.92,        0.89,       -4.86, 0.,  -6448973.737,   4887374.592,   -452555.393
2016-08-01T00:02:05.505,214.001452617,        4.97,        0.92,       -4.82, 0.,  -6448114.178,   4888508.589,   -452554.856
2016-08-01T00:02:06.505,214.001464191,        4.99,        0.90,       -4.82, 0.,  -6447254.421,   4889642.434,   -452554.319
2016-08-01T00:02:07.505,214.001475765,        4.97,        0.93,       -4.77, 0.,  -6446394.464,   4890776.128,   -452553.782
2016-08-01T00:02:08.506,214.001487339,        4.96,        0.94,       -4.76, 0.,  -6445534.308,   4891909.671,   -452553.245
2016-08-01T00:02:09.505,214.001498913,        5.00,        0.96,       -4.74, 0.,  -6444673.952,   4893043.063,   -452552.708
2016-08-01T00:02:10.506,214.001510488,        5.03,        0.97,       -4.76, 0.,  -6443813.397,   4894176.303,   -452552.171
2016-08-01T00:02:11.506,214.001522062,        5.01,        1.04,       -4.76, 0.,  -6442952.643,   4895309.392,   -452551.634
2016-08-01T00:02:12.506,214.001533636,        4.97,        1.04,       -4.76, 0.,  -6442091.690,   4896442.329,   -452551.097
2016-08-01T00:02:13.506,214.001545210,        4.92,        1.06,       -4.78, 0.,  -6441230.537,   4897575.115,   -452550.560
2016-08-01T00:02:14.506,214.001556784,        4.90,        1.06,       -4.75, 0.,  -6440369.185,   4898707.750,   -452550.023
2016-08-01T00:02:15.506,214.001568357,        4.86,        1.07,       -4.81, 0.,  -6439507.634,   4899840.233,   -452549.486
2016-08-01T00:02:16.505,214.001579931,        4.82,        1.03,       -4.84, 0.,  -6438645.884,   4900972.564,   -452548.949
2016-08-01T00:02:17.505,214.001591505,        4.84,        1.07,       -4.85, 0.,  -6437783.935,   4902104.745,   -452548.412
2016-08-01T00:02:18.505,214.001603079,        4.78,        1.06,       -4.91, 0.,  -6436921.787,   4903236.773,   -452547.875
2016-08-01T00:02:19.505,214.001614653,        4.78,        1.08,       -4.97, 0.,  -6436059.439,   4904368.650,   -452547.338
2016-08-01T00:02:20.505,214.001626227,        4.75,        1.10,       -4.96, 0.,  -6435196.893,   4905500.375,   -452546.801
2016-08-01T00:02:21.505,214.001637801,        4.86,        1.08,       -4.92, 0.,  -6434334.147,   4906631.949,   -452546.263
2016-08-01T00:02:22.505,214.001649375,        4.86,        1.08,       -4.93, 0.,  -6433471.203,   4907763.370,   -452545.726
2016-08-01T00:02:23.506,214.001660949,        4.88,        1.09,       -4.91, 0.,  -6432608.060,   4908894.640,   -452545.189
2016-08-01T00:02:24.506,214.001672523,        4.89,        1.11,       -4.89, 0.,  -6431744.718,   4910025.758,   -452544.652
2016-08-01T00:02:25.506,214.001684097,        4.91,        1.12,       -4.89, 0.,  -6430881.176,   4911156.725,   -452544.115
2016-08-01T00:02:26.506,214.001695671,        4.93,        1.09,       -4.89, 0.,  -6430017.436,   4912287.539,   -452543.578
2016-08-01T00:02:27.506,214.001707245,        4.88,        1.10,       -4.90, 0.,  -6429153.497,   4913418.202,   -452543.041
2016-08-01T00:02:28.506,214.001718819,        4.88,        1.06,       -4.91, 0.,  -6428289.360,   4914548.712,   -452542.504
2016-08-01T00:02:29.505,214.001730393,        4.89,        0.98,       -4.89, 0.,  -6427425.023,   4915679.071,   -452541.967
2016-08-01T00:02:30.505,214.001741968,        4.91,        0.97,       -4.85, 0.,  -6426560.488,   4916809.277,   -452541.430
2016-08-01T00:02:31.505,214.001753542,        4.95,        1.03,       -4.90, 0.,  -6425695.754,   4917939.332,   -452540.893
2016-08-01T00:02:32.505,214.001765116,        4.97,        1.00,       -4.94, 0.,  -6424830.821,   4919069.235,   -452540.356
2016-08-01T00:02:33.505,214.001776690,        4.85,        0.97,       -4.99, 0.,  -6423965.690,   4920198.985,   -452539.819
2016-08-01T00:02:34.505,214.001788264,        4.80,        1.01,       -5.02, 0.,  -6423100.360,   4921328.583,   -452539.282
2016-08-01T00:02:35.506,214.001799838,        4.78,        1.01,       -5.11, 0.,  -6422234.831,   4922458.029,   -452538.745
2016-08-01T00:02:36.505,214.001811412,        4.76,        1.11,       -5.05, 0.,  -6421369.104,   4923587.323,   -452538.208
2016-08-01T00:02:37.506,214.001822986,        4.70,        1.24,       -5.02, 0.,  -6420503.178,   4924716.465,   -452537.671
2016-08-01T00:02:38.506,214.001834560,        4.72,        1.30,       -5.08, 0.,  -6419637.054,   4925845.454,   -452537.134
2016-08-01T00:02:39.506,214.001846134,        4.63,        1.35,       -5.14, 0.,  -6418770.731,   4926974.291,   -452536.597
2016-08-01T00:02:40.506,214.001857708,        4.55,        1.42,       -5.19, 0.,  -6417904.209,   4928102.975,   -452536.060
2016-08-01T00:02:41.506,214.001869282,        4.48,        1.45,       -5.22, 0.,  -6417037.489,   4929231.507,   -452535.523
2016-08-01T00:02:42.506,214.001880856,        4.46,        1.48,       -5.21, 0.,  -6416170.571,   4930359.887,   -452534.986
2016-08-01T00:02:43.505,214.001892431,        4.45,        1.44,       -5.24, 0.,  -6415303.454,   4931488.114,   -452534.449
2016-08-01T00:02:44.505,214.001904005,        4.43,        1.42,       -5.24, 0.,  -6414436.139,   4932616.189,   -452533.912
2016-08-01T00:02:45.505,214.001915579,        4.43,        1.45,       -5.26, 0.,  -6413568.625,   4933744.111,   -452533.375
2016-08-01T00:02:46.505,214.001927153,        4.36,        1.49,       -5.36, 0.,  -6412700.914,   4934871.881,   -452532.838
2016-08-01T00:02:47.505,214.001938727,        4.35,        1.48,       -5.41, 0.,  -6411833.003,   4935999.498,   -452532.301
2016-08-01T00:02:48.505,214.001950301,        4.29,        1.52,       -5.38, 0.,  -6410964.895,   4937126.962,   -452531.763
2016-08-01T00:02:49.506,214.001961875,        4.16,        1.53,       -5.39, 0.,  -6410096.588,   4938254.274,   -452531.226
2016-08-01T00:02:50.506,214.001973449,        4.22,        1.63,       -5.22, 0.,  -6409228.084,   4939381.433,   -452530.689
2016-08-01T00:02:51.506,214.001985023,        4.39,        1.71,       -4.92, 0.,  -6408359.380,   4940508.439,   -452530.152
2016-08-01T00:02:52.506,214.001996597,        4.24,        1.58,       -4.93, 0.,  -6407490.479,   4941635.292,   -452529.615
2016-08-01T00:02:53.506,214.002008171,        4.11,        1.62,       -4.95, 0.,  -6406621.380,   4942761.993,   -452529.078
2016-08-01T00:02:54.506,214.002019745,        4.12,        1.60,       -4.96, 0.,  -6405752.082,   4943888.541,   -452528.541
2016-08-01T00:02:55.506,214.002031319,        4.15,        1.62,       -4.94, 0.,  -6404882.586,   4945014.936,   -452528.004
2016-08-01T00:02:56.505,214.002042894,        4.02,        1.70,       -5.04, 0.,  -6404012.893,   4946141.178,   -452527.467
2016-08-01T00:02:57.505,214.002054468,        3.93,        1.78,       -5.06, 0.,  -6403143.001,   4947267.267,   -452526.930
2016-08-01T00:02:58.505,214.002066042,        3.89,        1.71,       -5.16, 0.,  -6402272.911,   4948393.203,   -452526.393
2016-08-01T00:02:59.505,214.002077616,        3.74,        1.69,       -5.24, 0.,  -6401402.623,   4949518.986,   -452525.856
2016-08-01T00:03:00.505,214.002089190,        3.63,        1.73,       -5.26, 0.,  -6400532.138,   4950644.615,   -452525.319
2016-08-01T00:03:01.505,214.002100764,        3.67,        1.71,       -5.20, 0.,  -6399661.454,   4951770.093,   -452524.782
2016-08-01T00:03:02.506,214.002112338,        3.64,        1.73,       -5.17, 0.,  -6398790.572,   4952895.416,   -452524.245
2016-08-01T00:03:03.505,214.002123912,        3.76,        1.79,       -4.99, 0.,  -6397919.493,   4954020.587,   -452523.708
2016-08-01T00:03:04.506,214.002135486,        3.73,        1.65,       -4.98, 0.,  -6397048.215,   4955145.604,   -452523.171
2016-08-01T00:03:05.506,214.002147060,        3.61,        1.64,       -4.93, 0.,  -6396176.740,   4956270.468,   -452522.634
2016-08-01T00:03:06.506,214.002158634,        3.76,        1.96,       -4.69, 0.,  -6395305.067,   4957395.179,   -452522.097
2016-08-01T00:03:07.506,214.002170208,        3.75,        1.99,       -4.68, 0.,  -6394433.197,   4958519.737,   -452521.560
2016-08-01T00:03:08.506,214.002181782,        3.85,        1.97,       -4.73, 0.,  -6393561.128,   4959644.141,   -452521.023
2016-08-01T00:03:09.506,214.002193356,        3.82,        1.89,       -4.89, 0.,  -6392688.862,   4960768.392,   -452520.486
2016-08-01T00:03:10.505,214.002204931,        3.64,        1.91,       -5.09, 0.,  -6391816.398,   4961892.489,   -452519.949
2016-08-01T00:03:11.505,214.002216505,        3.43,        1.82,       -5.21, 0.,  -6390943.736,   4963016.433,   -452519.411
2016-08-01T00:03:12.505,214.002228079,        3.46,        1.80,       -5.10, 0.,  -6390070.877,   4964140.223,   -452518.874
2016-08-01T00:03:13.505,214.002239653,        3.51,        1.84,       -4.99, 0.,  -6389197.820,   4965263.860,   -452518.337
2016-08-01T00:03:14.505,214.002251227,        3.47,        1.82,       -5.02, 0.,  -6388324.566,   4966387.344,   -452517.800
2016-08-01T00:03:15.505,214.002262801,        3.52,        1.69,       -4.97, 0.,  -6387451.114,   4967510.674,   -452517.263
2016-08-01T00:03:16.506,214.002274375,        3.55,        1.77,       -4.88, 0.,  -6386577.465,   4968633.850,   -452516.726
2016-08-01T00:03:17.506,214.002285949,        3.62,        1.68,       -4.93, 0.,  -6385703.618,   4969756.872,   -452516.189
2016-08-01T00:03:18.506,214.002297523,        3.44,        1.55,       -5.14, 0.,  -6384829.573,   4970879.741,   -452515.652
2016-08-01T00:03:19.506,214.002309097,        3.28,        1.29,       -5.27, 0.,  -6383955.332,   4972002.457,   -452515.115
2016-08-01T00:03:20.506,214.002320671,        3.18,        1.37,       -5.28, 0.,  -6383080.892,   4973125.018,   -452514.578
2016-08-01T00:03:21.506,214.002332245,        3.13,        1.68,       -5.22, 0.,  -6382206.255,   4974247.426,   -452514.041
2016-08-01T00:03:22.506,214.002343819,        3.20,        1.83,       -5.21, 0.,  -6381331.422,   4975369.679,   -452513.504
2016-08-01T00:03:23.505,214.002355394,        3.28,        1.85,       -5.23, 0.,  -6380456.390,   4976491.779,   -452512.967
2016-08-01T00:03:24.505,214.002366968,        3.12,        1.72,       -5.42, 0.,  -6379581.161,   4977613.725,   -452512.430
2016-08-01T00:03:25.505,214.002378542,        3.00,        1.47,       -5.54, 0.,  -6378705.735,   4978735.517,   -452511.893
2016-08-01T00:03:26.505,214.002390116,        2.84,        1.22,       -5.58, 0.,  -6377830.112,   4979857.155,   -452511.356
2016-08-01T00:03:27.505,214.002401690,        2.85,        1.13,       -5.59, 0.,  -6376954.291,   4980978.640,   -452510.819
2016-08-01T00:03:28.505,214.002413264,        2.80,        1.19,       -5.59, 0.,  -6376078.274,   4982099.970,   -452510.282
2016-08-01T00:03:29.506,214.002424838,        2.78,        1.17,       -5.51, 0.,  -6375202.059,   4983221.146,   -452509.745
2016-08-01T00:03:30.505,214.002436412,        2.78,        1.16,       -5.42, 0.,  -6374325.647,   4984342.168,   -452509.208
2016-08-01T00:03:31.506,214.002447986,        2.79,        1.24,       -5.35, 0.,  -6373449.038,   4985463.036,   -452508.671
2016-08-01T00:03:32.506,214.002459560,        2.76,        1.28,       -5.42, 0.,  -6372572.232,   4986583.749,   -452508.134
2016-08-01T00:03:33.506,214.002471134,        2.75,        1.28,       -5.39, 0.,  -6371695.228,   4987704.309,   -452507.597
2016-08-01T00:03:34.506,214.002482708,        2.71,        1.34,       -5.42, 0.,  -6370818.028,   4988824.714,   -452507.060
2016-08-01T00:03:35.506,214.002494282,        2.68,        1.34,       -5.25, 0.,  -6369940.631,   4989944.965,   -452506.522
2016-08-01T00:03:36.506,214.002505856,        2.55,        1.46,       -5.36, 0.,  -6369063.036,   4991065.061,   -452505.985
2016-08-01T00:03:37.505,214.002517431,        2.74,        1.68,       -5.28, 0.,  -6368185.245,   4992185.004,   -452505.448
2016-08-01T00:03:38.505,214.002529005,        2.89,        1.89,       -5.30, 0.,  -6367307.257,   4993304.791,   -452504.911
2016-08-01T00:03:39.505,214.002540579,        2.93,        1.98,       -5.35, 0.,  -6366429.072,   4994424.425,   -452504.374
2016-08-01T00:03:40.505,214.002552153,        2.85,        1.96,       -5.49, 0.,  -6365550.690,   4995543.904,   -452503.837
2016-08-01T00:03:41.505,214.002563727,        2.68,        1.88,       -5.68, 0.,  -6364672.111,   4996663.228,   -452503.300
